albedo_max,albedo_mean,albedo_min,albedo_stdDev,date,pixel_count,timestamp,year,month,season
0.85,0.5859054788791301,0.22,0.23768229024003873,2015-08-23,32,1440288000000,2015,8,Été
0.85,0.6004712439827715,0.17,0.2764022833158623,2015-08-24,30,1440374400000,2015,8,Été
0.75,0.5617474747474748,0.06,0.23823329330892506,2015-08-24,21,1440374400000,2015,8,Été
0.65,0.47869902912621365,0.17,0.18419492415129818,2015-08-25,38,1440460800000,2015,8,Été
0.75,0.5060891364902507,0.19,0.2255130205752643,2015-08-25,28,1440460800000,2015,8,Été
0.5700000000000001,0.476937308508131,0.22,0.09637680488794018,2015-08-26,56,1440547200000,2015,8,Été
0.55,0.444079610637928,0.24,0.10236228252936377,2015-08-26,81,1440547200000,2015,8,Été
0.3,0.14981171548117153,0.09,0.05662081913716285,2015-08-27,13,1440633600000,2015,8,Été
0.7000000000000001,0.37175898931000967,0.1,0.19059766298620365,2015-08-27,18,1440633600000,2015,8,Été
0.25,0.20252199413489735,0.14,0.04145780987944256,2015-08-29,4,1440806400000,2015,8,Été
0.5,0.2383524904214559,0.08,0.13682917167849196,2015-08-31,12,1440979200000,2015,8,Été
0.67,0.5221839762611276,0.13,0.14698979556418182,2015-09-02,20,1441152000000,2015,9,Automne
0.28,0.21553877139979857,0.15,0.0387034776689828,2015-09-10,14,1441843200000,2015,9,Automne
0.78,0.5600347423277359,0.21,0.21585889309545514,2015-09-10,18,1441843200000,2015,9,Automne
0.78,0.5225677339901478,0.11,0.28582291168152574,2015-09-11,19,1441929600000,2015,9,Automne
0.89,0.5954196398233095,0.15,0.26081642602722027,2015-09-11,29,1441929600000,2015,9,Automne
0.62,0.42186629526462405,0.09,0.1963619736388846,2015-09-12,9,1442016000000,2015,9,Automne
0.74,0.5696036916395223,0.09,0.25965440139397855,2015-09-12,14,1442016000000,2015,9,Automne
0.16,0.14371517027863773,0.1,0.023392781412697097,2015-09-13,6,1442102400000,2015,9,Automne
0.9,0.30355088495575216,0.15,0.23756051860525967,2015-09-13,20,1442102400000,2015,9,Automne
0.8,0.7284031936127744,0.53,0.09221713506718766,2015-09-16,5,1442361600000,2015,9,Automne
0.64,0.555862344298946,0.48,0.04239837117998626,2015-09-19,29,1442620800000,2015,9,Automne
0.93,0.633637275985663,0.2,0.211933334416474,2015-09-19,43,1442620800000,2015,9,Automne
0.9400000000000001,0.7125018782870021,0.31,0.15110702608857507,2015-09-21,18,1442793600000,2015,9,Automne
0.9,0.6572710022425395,0.24,0.20029479658784533,2015-09-21,38,1442793600000,2015,9,Automne
0.9500000000000001,0.7828196268140983,0.12,0.29273086278131205,2015-09-23,9,1442966400000,2015,9,Automne
0.8,0.5567982456140352,0.12,0.2213735042269116,2015-09-23,17,1442966400000,2015,9,Automne
0.79,0.7367198404785643,0.6900000000000001,0.03188787755078837,2015-09-26,14,1443225600000,2015,9,Automne
0.89,0.6595769881556685,0.49,0.09671392437993583,2015-09-26,39,1443225600000,2015,9,Automne
0.41000000000000003,0.352808764940239,0.27,0.04865538961693208,2015-09-27,7,1443312000000,2015,9,Automne
0.9,0.7412039411526522,0.05,0.23187965354317971,2015-09-28,53,1443398400000,2015,9,Automne
0.93,0.7661043135628366,0.19,0.24405936208681323,2015-09-28,60,1443398400000,2015,9,Automne
0.31,0.22878594249201276,0.18,0.046427960923947235,2015-09-29,9,1443484800000,2015,9,Automne
0.62,0.23993779160186626,0.11,0.16374946988887903,2015-09-29,12,1443484800000,2015,9,Automne
0.61,0.5296321070234112,0.42,0.08154753215150039,2016-06-01,4,1464739200000,2016,6,Été
0.91,0.6677092511013215,0.25,0.23091605016157338,2016-06-02,6,1464825600000,2016,6,Été
0.42,0.33369230769230773,0.31,0.05185449728701331,2016-06-03,3,1464912000000,2016,6,Été
0.76,0.6352032520325203,0.16,0.2443911457809097,2016-06-04,23,1464998400000,2016,6,Été
0.27,0.2407287449392713,0.14,0.04885465033652517,2016-06-04,11,1464998400000,2016,6,Été
0.73,0.3634782608695652,0.19,0.14970856462135917,2016-06-05,18,1465084800000,2016,6,Été
0.7000000000000001,0.49802500000000005,0.14,0.20708440457283095,2016-06-05,9,1465084800000,2016,6,Été
0.29,0.1917436661698957,0.12,0.04775981574503839,2016-06-06,10,1465171200000,2016,6,Été
0.37,0.3063838383838384,0.29,0.026649654437396465,2016-06-06,7,1465171200000,2016,6,Été
0.48,0.3072043010752688,0.24,0.06608976579514521,2016-06-07,14,1465257600000,2016,6,Été
0.25,0.21063257065948854,0.14,0.035697416651006536,2016-06-07,12,1465257600000,2016,6,Été
0.93,0.897123015873016,0.8300000000000001,0.03989569734528597,2016-06-09,6,1465430400000,2016,6,Été
0.7000000000000001,0.6404668838219327,0.53,0.04031862740689829,2016-06-10,26,1465516800000,2016,6,Été
0.49,0.49,0.49,0.0,2016-06-11,1,1465603200000,2016,6,Été
0.74,0.7204780876494024,0.25,0.245,2016-06-19,2,1466294400000,2016,6,Été
0.71,0.4417431640625,0.13,0.24696800861429716,2016-06-20,21,1466380800000,2016,6,Été
0.76,0.6218860016764461,0.17,0.21808749350016862,2016-06-20,47,1466380800000,2016,6,Été
0.74,0.3587793427230047,0.13,0.16734395716607162,2016-06-26,10,1466899200000,2016,6,Été
0.7000000000000001,0.5184766584766586,0.16,0.2186123464598726,2016-06-26,18,1466899200000,2016,6,Été
0.67,0.457745756020529,0.1,0.22882398621356692,2016-06-27,24,1466985600000,2016,6,Été
0.7000000000000001,0.24648697214734944,0.18,0.12333792968085358,2016-06-27,14,1466985600000,2016,6,Été
0.42,0.2122931654676259,0.1,0.08013106547601244,2016-06-28,18,1467072000000,2016,6,Été
0.33,0.2877241379310345,0.25,0.02958039891549786,2016-06-28,4,1467072000000,2016,6,Été
0.2,0.14832196452933147,0.1,0.023008949665421125,2016-06-29,17,1467158400000,2016,6,Été
0.46,0.2465873555404487,0.21,0.056126402079419116,2016-06-29,17,1467158400000,2016,6,Été
0.8,0.6162206103051526,0.22,0.13481043001495166,2016-07-03,28,1467504000000,2016,7,Été
0.05,0.05,0.05,0.0,2016-07-04,3,1467590400000,2016,7,Été
0.18,0.17358851674641151,0.17,0.005000000000000765,2016-07-04,4,1467590400000,2016,7,Été
0.76,0.6488028649386085,0.14,0.20841723149075594,2016-07-05,38,1467676800000,2016,7,Été
0.81,0.6736874109263657,0.17,0.2121807242004385,2016-07-05,72,1467676800000,2016,7,Été
0.27,0.2417241379310345,0.17,0.03815756805667771,2016-07-08,5,1467936000000,2016,7,Été
0.73,0.6372416891284814,0.45,0.09299999999999974,2016-07-09,10,1468022400000,2016,7,Été
0.73,0.7025235109717868,0.62,0.03653346243583981,2016-07-10,7,1468108800000,2016,7,Été
0.76,0.6401242084754017,0.17,0.22555782265518196,2016-07-10,26,1468108800000,2016,7,Été
0.58,0.4385488215488216,0.11,0.1999293504024723,2016-07-18,19,1468800000000,2016,7,Été
0.53,0.40565924558772637,0.3,0.06305971656210761,2016-07-19,43,1468886400000,2016,7,Été
0.3,0.2678336221837088,0.25,0.020303814862216545,2016-07-20,7,1468972800000,2016,7,Été
0.15,0.15,0.15,0.0,2016-07-22,2,1469145600000,2016,7,Été
0.54,0.31428871391076113,0.16,0.12970454386050212,2016-07-22,19,1469145600000,2016,7,Été
0.13,0.12865771812080537,0.12,0.005000000000000071,2016-07-24,4,1469318400000,2016,7,Été
0.5,0.37733249051833123,0.26,0.08699856320652649,2016-07-24,8,1469318400000,2016,7,Été
0.25,0.1418785890073831,0.05,0.05383516371360827,2016-07-26,13,1469491200000,2016,7,Été
0.62,0.27815723585378066,0.11,0.1431710836156291,2016-07-26,21,1469491200000,2016,7,Été
0.27,0.20625000000000002,0.12,0.04979246871594528,2016-07-27,13,1469577600000,2016,7,Été
0.22,0.17776216216216217,0.12,0.028451141552164643,2016-07-28,13,1469664000000,2016,7,Été
0.15,0.09202380952380954,0.05,0.03536406769519896,2016-07-29,18,1469750400000,2016,7,Été
0.73,0.41960578661844494,0.09,0.2403084437720577,2016-07-29,27,1469750400000,2016,7,Été
0.37,0.2958257713248638,0.22,0.054160256030906156,2016-08-01,6,1470009600000,2016,8,Été
0.67,0.5410971615720525,0.24,0.13996457639212911,2016-08-01,11,1470009600000,2016,8,Été
0.71,0.21402509652509652,0.09,0.20728904939721252,2016-08-02,12,1470096000000,2016,8,Été
